time_mean_ms,time_median_ms,gc_time_mean_ms,gc_time_median_ms,case,case_long,strategy,variant,language,precision,executor,use_kernelAbstractions,use_fusing,Threads,cells,ms_normed,varDisplay,varType
1.6878780685579198,1.66544,0.0268727088821344,0.0,LDC-343000,LDC-343000,batchedFace,PrecalculatedWeightsCDF,julia,float64,cpu,True,True,32,343000,4.920927313579941e-06,Linear (Prec.),Precalculated Weights
1.5783519181933037,1.539191,0.0334909699936828,0.0,LDC-343000,LDC-343000,batchedFace,HardCodedUpwind,julia,float64,cpu,True,True,32,343000,4.601609090942576e-06,Upwind (Stat.),Hardcoded
2.4111851722141826,2.431773,0.0,0.0,LDC-343000,LDC-343000,batchedFace,Fused,julia,float64,cpu,True,True,32,343000,7.029694379633186e-06,Fused,Fused
1.4004318147421526,1.317346,0.0811509599215246,0.0,LDC-343000,LDC-343000,cellBased,HardCodedCDF,julia,float64,cpu,True,True,32,343000,4.082891588169541e-06,Linear (Stat.),Hardcoded
1.591779760114686,1.544984,0.0857133826059254,0.0,LDC-343000,LDC-343000,cellBased,DynamicUpwind,julia,float64,cpu,True,True,32,343000,4.640757318118618e-06,Upwind (Dyn.),Dynamic
1.50884527294686,1.427608,0.0863776280193236,0.0,LDC-343000,LDC-343000,cellBased,PrecalculatedWeightsUpwind,julia,float64,cpu,True,True,32,343000,4.3989658103406995e-06,Upwind (Prec.),Precalculated Weights
1.450917193379791,1.367625,0.0862752047038327,0.0,LDC-343000,LDC-343000,cellBased,DynamicCDF,julia,float64,cpu,True,True,32,343000,4.230079280990645e-06,Linear (Dyn.),Dynamic
1.5028181254135338,1.424358,0.0865731166917293,0.0,LDC-343000,LDC-343000,cellBased,PrecalculatedWeightsCDF,julia,float64,cpu,True,True,32,343000,4.3813939516429555e-06,Linear (Prec.),Precalculated Weights
1.433955035304248,1.353961,0.0855161897244546,0.0,LDC-343000,LDC-343000,cellBased,HardCodedUpwind,julia,float64,cpu,True,True,32,343000,4.180626925085271e-06,Upwind (Stat.),Hardcoded
1.426307200685127,1.343547,0.0863956294604624,0.0,LDC-343000,LDC-343000,cellBased,Fused,julia,float64,cpu,True,True,32,343000,4.158330031151974e-06,Fused,Fused
43.28437960344828,48.5451585,0.0,0.0,LDC-343000,LDC-343000,faceBased,HardCodedCDF,julia,float64,cpu,True,True,128,343000,0.00012619352654066554,Linear (Stat.),Hardcoded
