time_mean_ms,time_median_ms,gc_time_mean_ms,gc_time_median_ms,case_short,case_long,strategy,variant,language,precision,executor,use_kernelAbstractions,use_fusing,Threads
0.8159347114501313,0.864355,0.0,0.0,LDC-1331000,LDC-1331000,cellBased,DynamicCDF,julia,float64,gpu,true,true,1
0.8565113262179377,0.904591,0.0,0.0,LDC-1331000,LDC-1331000,cellBased,PrecalculatedWeightsCDF,julia,float64,gpu,true,true,1
0.8174488137625225,0.865599,0.0,0.0,LDC-1331000,LDC-1331000,cellBased,HardCodedUpwind,julia,float64,gpu,true,true,1
0.7808117311794228,0.7934575,0.0,0.0,LDC-1331000,LDC-1331000,cellBased,Fused,julia,float64,gpu,true,true,1
21.834316777292575,17.912433,4.223222493449782,0.0,LDC-54872000,LDC-54872000,faceBased,HardCodedCDF,julia,float64,gpu,true,true,1
20.951615627615066,17.922139,3.2455872343096237,0.0,LDC-54872000,LDC-54872000,faceBased,DynamicUpwind,julia,float64,gpu,true,true,1
21.506564442060085,18.651805,3.0860392918454935,0.0,LDC-54872000,LDC-54872000,faceBased,PrecalculatedWeightsUpwind,julia,float64,gpu,true,true,1
20.418925742857144,17.824563,2.7378864571428574,0.0,LDC-54872000,LDC-54872000,faceBased,DynamicCDF,julia,float64,gpu,true,true,1
21.15027223628692,18.658594,2.6455287257383966,0.0,LDC-54872000,LDC-54872000,faceBased,PrecalculatedWeightsCDF,julia,float64,gpu,true,true,1
20.25755325910931,17.814764,2.5830733927125507,0.0,LDC-54872000,LDC-54872000,faceBased,HardCodedUpwind,julia,float64,gpu,true,true,1
20.444992004081634,17.81942,2.7656272408163263,0.0,LDC-54872000,LDC-54872000,faceBased,Fused,julia,float64,gpu,true,true,1
7.04421050140845,5.4161765,1.57796738028169,0.0,LDC-54872000,LDC-54872000,batchedFace,HardCodedCDF,julia,float64,gpu,true,true,1
