ID,0,1,2,3,4,5,6
device__attribute_global_memory_bus_width,192,192,192,192,192,192,192
device__attribute_gpu_direct_rdma_flush_writes_options,1,1,1,1,1,1,1
device__attribute_gpu_direct_rdma_supported,0,0,0,0,0,0,0
device__attribute_gpu_direct_rdma_with_cuda_vmm_supported,0,0,0,0,0,0,0
device__attribute_gpu_direct_rdma_writes_ordering,0,0,0,0,0,0,0
device__attribute_gpu_overlap,1,1,1,1,1,1,1
device__attribute_gpu_pci_device_id,"663,097,566","663,097,566","663,097,566","663,097,566","663,097,566","663,097,566","663,097,566"
device__attribute_gpu_pci_ext_device_id,"10,118","10,118","10,118","10,118","10,118","10,118","10,118"
device__attribute_gpu_pci_ext_downstream_link_rate,"32,000","32,000","32,000","32,000","32,000","32,000","32,000"
device__attribute_gpu_pci_ext_downstream_link_width,16,16,16,16,16,16,16
device__attribute_gpu_pci_ext_gen,3,3,3,3,3,3,3
device__attribute_gpu_pci_ext_gpu_gen,3,3,3,3,3,3,3
device__attribute_gpu_pci_ext_gpu_link_rate,"16,000","16,000","16,000","16,000","16,000","16,000","16,000"
device__attribute_gpu_pci_ext_gpu_link_width,16,16,16,16,16,16,16
device__attribute_gpu_pci_revision_id,161,161,161,161,161,161,161
device__attribute_gpu_pci_sub_system_id,"4,077,064,368","4,077,064,368","4,077,064,368","4,077,064,368","4,077,064,368","4,077,064,368","4,077,064,368"
device__attribute_handle_type_fabric_supported,1,1,1,1,1,1,1
device__attribute_handle_type_posix_file_descriptor_supported,1,1,1,1,1,1,1
device__attribute_handle_type_win32_handle_supported,0,0,0,0,0,0,0
device__attribute_handle_type_win32_kmt_handle_supported,0,0,0,0,0,0,0
device__attribute_host_native_atomic_supported,0,0,0,0,0,0,0
device__attribute_host_numa_id,0,0,0,0,0,0,0
device__attribute_host_register_supported,1,1,1,1,1,1,1
device__attribute_implementation,404,404,404,404,404,404,404
device__attribute_integrated,0,0,0,0,0,0,0
device__attribute_ipc_event_supported,1,1,1,1,1,1,1
device__attribute_kernel_exec_timeout,1,1,1,1,1,1,1
device__attribute_l2_cache_size,"37,748,736","37,748,736","37,748,736","37,748,736","37,748,736","37,748,736","37,748,736"
device__attribute_l2s_count,24,24,24,24,24,24,24
device__attribute_limits_max_cta_per_sm,24,24,24,24,24,24,24
device__attribute_limits_num_tpcs,23,23,23,23,23,23,23
device__attribute_local_l1_cache_supported,1,1,1,1,1,1,1
device__attribute_managed_memory,1,1,1,1,1,1,1
device__attribute_max_access_policy_window_size,"134,213,632","134,213,632","134,213,632","134,213,632","134,213,632","134,213,632","134,213,632"
device__attribute_max_block_dim_x,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
device__attribute_max_block_dim_y,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
device__attribute_max_block_dim_z,64,64,64,64,64,64,64
device__attribute_max_blocks_per_multiprocessor,24,24,24,24,24,24,24
device__attribute_max_gpu_frequency_khz,"2,475,000","2,475,000","2,475,000","2,475,000","2,475,000","2,475,000","2,475,000"
device__attribute_max_grid_dim_x,"2,147,483,647","2,147,483,647","2,147,483,647","2,147,483,647","2,147,483,647","2,147,483,647","2,147,483,647"
device__attribute_max_grid_dim_y,"65,535","65,535","65,535","65,535","65,535","65,535","65,535"
device__attribute_max_grid_dim_z,"65,535","65,535","65,535","65,535","65,535","65,535","65,535"
device__attribute_max_ipc_per_multiprocessor,4,4,4,4,4,4,4
device__attribute_max_ipc_per_scheduler,1,1,1,1,1,1,1
device__attribute_max_mem_frequency_khz,"10,501,000","10,501,000","10,501,000","10,501,000","10,501,000","10,501,000","10,501,000"
device__attribute_max_persisting_l2_cache_size,"25,952,256","25,952,256","25,952,256","25,952,256","25,952,256","25,952,256","25,952,256"
device__attribute_max_pitch,"2,147,483,647","2,147,483,647","2,147,483,647","2,147,483,647","2,147,483,647","2,147,483,647","2,147,483,647"
device__attribute_max_registers_per_block,"65,536","65,536","65,536","65,536","65,536","65,536","65,536"
device__attribute_max_registers_per_multiprocessor,"65,536","65,536","65,536","65,536","65,536","65,536","65,536"
device__attribute_max_registers_per_thread,255,255,255,255,255,255,255
device__attribute_max_shared_memory_per_block,"49,152","49,152","49,152","49,152","49,152","49,152","49,152"
device__attribute_max_shared_memory_per_block_optin,"101,376","101,376","101,376","101,376","101,376","101,376","101,376"
device__attribute_max_shared_memory_per_multiprocessor,"102,400","102,400","102,400","102,400","102,400","102,400","102,400"
device__attribute_max_threads_per_block,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
device__attribute_max_threads_per_multiprocessor,"1,536","1,536","1,536","1,536","1,536","1,536","1,536"
device__attribute_max_warps_per_multiprocessor,48,48,48,48,48,48,48
device__attribute_max_warps_per_scheduler,12,12,12,12,12,12,12
device__attribute_maximum_surface1d_layered_layers,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
device__attribute_maximum_surface1d_layered_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_surface1d_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_surface2d_height,"65,536","65,536","65,536","65,536","65,536","65,536","65,536"
device__attribute_maximum_surface2d_layered_height,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_surface2d_layered_layers,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
device__attribute_maximum_surface2d_layered_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_surface2d_width,"131,072","131,072","131,072","131,072","131,072","131,072","131,072"
device__attribute_maximum_surface3d_depth,"16,384","16,384","16,384","16,384","16,384","16,384","16,384"
device__attribute_maximum_surface3d_height,"16,384","16,384","16,384","16,384","16,384","16,384","16,384"
device__attribute_maximum_surface3d_width,"16,384","16,384","16,384","16,384","16,384","16,384","16,384"
device__attribute_maximum_surfacecubemap_layered_layers,"2,046","2,046","2,046","2,046","2,046","2,046","2,046"
device__attribute_maximum_surfacecubemap_layered_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_surfacecubemap_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texture1d_layered_layers,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
device__attribute_maximum_texture1d_layered_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texture1d_linear_width,"268,435,456","268,435,456","268,435,456","268,435,456","268,435,456","268,435,456","268,435,456"
device__attribute_maximum_texture1d_mipmapped_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texture1d_width,"131,072","131,072","131,072","131,072","131,072","131,072","131,072"
device__attribute_maximum_texture2d_gather_height,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texture2d_gather_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texture2d_height,"65,536","65,536","65,536","65,536","65,536","65,536","65,536"
device__attribute_maximum_texture2d_layered_height,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texture2d_layered_layers,"2,048","2,048","2,048","2,048","2,048","2,048","2,048"
device__attribute_maximum_texture2d_layered_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texture2d_linear_height,"65,000","65,000","65,000","65,000","65,000","65,000","65,000"
device__attribute_maximum_texture2d_linear_pitch,"2,097,120","2,097,120","2,097,120","2,097,120","2,097,120","2,097,120","2,097,120"
device__attribute_maximum_texture2d_linear_width,"131,072","131,072","131,072","131,072","131,072","131,072","131,072"
device__attribute_maximum_texture2d_mipmapped_height,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texture2d_mipmapped_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texture2d_width,"131,072","131,072","131,072","131,072","131,072","131,072","131,072"
device__attribute_maximum_texture3d_depth,"16,384","16,384","16,384","16,384","16,384","16,384","16,384"
device__attribute_maximum_texture3d_depth_alternate,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texture3d_height,"16,384","16,384","16,384","16,384","16,384","16,384","16,384"
device__attribute_maximum_texture3d_height_alternate,"8,192","8,192","8,192","8,192","8,192","8,192","8,192"
device__attribute_maximum_texture3d_width,"16,384","16,384","16,384","16,384","16,384","16,384","16,384"
device__attribute_maximum_texture3d_width_alternate,"8,192","8,192","8,192","8,192","8,192","8,192","8,192"
device__attribute_maximum_texturecubemap_layered_layers,"2,046","2,046","2,046","2,046","2,046","2,046","2,046"
device__attribute_maximum_texturecubemap_layered_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_maximum_texturecubemap_width,"32,768","32,768","32,768","32,768","32,768","32,768","32,768"
device__attribute_mem_sync_domain_count,1,1,1,1,1,1,1
device__attribute_memory_clock_rate,"10,501,000","10,501,000","10,501,000","10,501,000","10,501,000","10,501,000","10,501,000"
device__attribute_memory_pools_supported,1,1,1,1,1,1,1
device__attribute_mempool_supported_handle_types,9,9,9,9,9,9,9
device__attribute_mps_enabled,0,0,0,0,0,0,0
device__attribute_multi_gpu_board,0,0,0,0,0,0,0
device__attribute_multi_gpu_board_group_id,0,0,0,0,0,0,0
device__attribute_multicast_supported,0,0,0,0,0,0,0
device__attribute_multiprocessor_count,46,46,46,46,46,46,46
device__attribute_num_l2s_per_fbp,8,8,8,8,8,8,8
device__attribute_num_schedulers_per_multiprocessor,4,4,4,4,4,4,4
device__attribute_num_tex_per_multiprocessor,1,1,1,1,1,1,1
device__attribute_numa_config,0,0,0,0,0,0,0
device__attribute_pageable_memory_access,1,1,1,1,1,1,1
device__attribute_pageable_memory_access_uses_host_page_tables,0,0,0,0,0,0,0
device__attribute_pci_bus_id,1,1,1,1,1,1,1
device__attribute_pci_device_id,0,0,0,0,0,0,0
device__attribute_pci_domain_id,0,0,0,0,0,0,0
device__attribute_ram_location,1,1,1,1,1,1,1
device__attribute_ram_type,0,0,0,0,0,0,0
device__attribute_reserved_shared_memory_per_block,"1,024","1,024","1,024","1,024","1,024","1,024","1,024"
device__attribute_sass_level,8,8,8,8,8,8,8
device__attribute_single_to_double_precision_perf_ratio,64,64,64,64,64,64,64
device__attribute_sparse_cuda_array_supported,1,1,1,1,1,1,1
device__attribute_stream_priorities_supported,1,1,1,1,1,1,1
device__attribute_surface_alignment,512,512,512,512,512,512,512
device__attribute_tcc_driver,0,0,0,0,0,0,0
device__attribute_tensor_map_access_supported,0,0,0,0,0,0,0
device__attribute_texture_alignment,512,512,512,512,512,512,512
device__attribute_texture_pitch_alignment,32,32,32,32,32,32,32
device__attribute_total_constant_memory,"65,536","65,536","65,536","65,536","65,536","65,536","65,536"
device__attribute_total_memory,"12,428,640,256","12,428,640,256","12,428,640,256","12,428,640,256","12,428,640,256","12,428,640,256","12,428,640,256"
device__attribute_unified_addressing,1,1,1,1,1,1,1
device__attribute_unified_function_pointers,0,0,0,0,0,0,0
device__attribute_virtual_address_management_supported,1,1,1,1,1,1,1
device__attribute_warp_size,32,32,32,32,32,32,32
dram__bytes.avg.peak_sustained [byte/cycle],8,8,8,8,8,8,8
dram__bytes.avg.per_second [Gbyte/s],0.81,0.38,14.42,14.39,12.82,12.81,48.28
dram__bytes.max.peak_sustained [byte/cycle],8,8,8,8,8,8,8
dram__bytes.max.per_second [Gbyte/s],2.75,1.29,14.54,14.49,12.82,12.81,48.46
dram__bytes.min.peak_sustained [byte/cycle],8,8,8,8,8,8,8
dram__bytes.min.per_second [Gbyte/s],0.17,0,14.27,14.18,12.81,12.81,48.15
dram__bytes.sum.peak_sustained [byte/cycle],48,48,48,48,48,48,48
dram__bytes.sum.per_second [Gbyte/s],4.83,2.29,86.52,86.37,76.90,76.85,289.71
dram__bytes_read.sum [Gbyte],n/a,n/a,n/a,n/a,n/a,2.26,3.61
dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,12.80,50.86
dram__bytes_read.sum.per_second [Gbyte/s],n/a,n/a,n/a,n/a,n/a,62.94,250.04
dram__bytes_write.sum [Mbyte],n/a,n/a,n/a,n/a,n/a,500.33,572.17
dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,2.83,8.07
dram__bytes_write.sum.per_second [Gbyte/s],n/a,n/a,n/a,n/a,n/a,13.91,39.67
dram__cycles_active.avg [cycle],154.67,85.33,"58,600","59,592","57,650,850.67","57,602,986.67","87,053,658.67"
dram__cycles_active.avg.pct_of_peak_sustained_elapsed [%],1.02,0.48,17.61,17.58,15.64,15.63,58.93
dram__cycles_active.max [cycle],528,288,"59,072","59,984","57,656,992","57,607,856","87,368,272"
dram__cycles_active.max.pct_of_peak_sustained_elapsed [%],3.48,1.61,17.75,17.70,15.64,15.63,59.14
dram__cycles_active.min [cycle],32,0,"57,984","58,720","57,641,584","57,596,560","86,811,888"
dram__cycles_active.min.pct_of_peak_sustained_elapsed [%],0.21,0,17.42,17.32,15.64,15.63,58.77
dram__cycles_active.sum [cycle],928,512,"351,600","357,552","345,905,104","345,617,920","522,321,952"
dram__cycles_active.sum.pct_of_peak_sustained_elapsed [%],1.02,0.48,17.61,17.58,15.64,15.63,58.93
dram__cycles_elapsed.avg [cycle],"15,189.33","17,920","332,800","338,944","368,538,112","368,495,786.67","147,719,509.33"
dram__cycles_elapsed.avg.per_second [Ghz],9.89,10,10.24,10.23,10.24,10.24,10.24
dram__cycles_elapsed.max [cycle],"15,360","17,920","332,800","338,944","368,538,112","368,496,128","147,719,680"
dram__cycles_elapsed.max.per_second [Ghz],10,10,10.24,10.23,10.24,10.24,10.24
dram__cycles_elapsed.min [cycle],"14,848","17,920","332,800","338,944","368,538,112","368,495,616","147,719,168"
dram__cycles_elapsed.min.per_second [Ghz],9.67,10,10.24,10.23,10.24,10.24,10.24
dram__cycles_elapsed.sum [cycle],"91,136","107,520","1,996,800","2,033,664","2,211,228,672","2,210,974,720","886,317,056"
dram__cycles_elapsed.sum.per_second [Ghz],59.33,60,61.42,61.40,61.45,61.45,61.45
dram__sectors_read.sum [sector],n/a,n/a,n/a,n/a,n/a,"70,769,312","112,700,240"
dram__sectors_write.sum [sector],n/a,n/a,n/a,n/a,n/a,"15,635,168","17,880,248"
fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed [%],0.64,0.30,11.07,11.04,9.82,9.81,37.00
fbpa__dram_sectors.max.pct_of_peak_sustained_elapsed [%],1.20,0.62,11.12,11.10,9.82,9.81,37.08
fbpa__dram_sectors.min.pct_of_peak_sustained_elapsed [%],0.13,0.03,11.03,10.97,9.82,9.81,36.94
fbpa__dram_sectors.sum.pct_of_peak_sustained_elapsed [%],0.64,0.30,11.07,11.04,9.82,9.81,37.00
gcc__average_cache_request_hit_rate.pct [%],n/a,n/a,n/a,n/a,n/a,77.99,77.87
gcc__cache_requests_type_constant.sum [request],n/a,n/a,n/a,n/a,n/a,"1,536","2,211"
gcc__cache_requests_type_constant.sum.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,0.00,0.00
gcc__cache_requests_type_instruction.sum [request],n/a,n/a,n/a,n/a,n/a,"1,035","1,110"
gcc__cache_requests_type_instruction.sum.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,0.00,0.00
gcc__xbar2gcc_sectors.sum [sector],n/a,n/a,n/a,n/a,n/a,"2,208","2,208"
gcc__xbar2gcc_sectors.sum.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,0.00,0.00
gpc__cycles_elapsed.avg [cycle],"3,654.25","4,308.50","80,243","81,802.50","89,059,922","89,047,706.75","35,654,864.75"
gpc__cycles_elapsed.avg.per_second [Ghz],2.38,2.40,2.47,2.47,2.47,2.47,2.47
gpc__cycles_elapsed.max.per_second [Ghz],2.38,2.41,2.47,2.47,2.47,2.47,2.47
gpc__cycles_elapsed.min [cycle],"3,651","4,304","80,196","81,745","89,059,773","89,044,358","35,623,024"
gpc__cycles_elapsed.min.per_second [Ghz],2.38,2.40,2.47,2.47,2.47,2.47,2.47
gpc__cycles_elapsed.sum [cycle],"14,617","17,234","320,972","327,210","356,239,688","356,190,827","142,619,459"
gpc__cycles_elapsed.sum.per_second [Ghz],9.52,9.62,9.87,9.88,9.90,9.90,9.89
gpu__compute_memory_access_throughput.avg.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,28.45,46.85
gpu__compute_memory_access_throughput.max.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,28.67,52.22
gpu__compute_memory_access_throughput.min.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,28.43,43.77
gpu__compute_memory_access_throughput.sum.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,28.45,46.85
gpu__compute_memory_access_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],3.64,6.34,7.94,7.82,28.45,28.45,46.85
gpu__compute_memory_access_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],4.45,7.62,8.55,8.40,28.66,28.67,52.22
gpu__compute_memory_access_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],3.15,5.93,7.65,7.56,28.42,28.43,43.77
gpu__compute_memory_access_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],3.64,6.34,7.94,7.82,28.45,28.45,46.85
gpu__compute_memory_request_throughput.avg.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,30.09,58.93
gpu__compute_memory_request_throughput.max.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,30.34,59.14
gpu__compute_memory_request_throughput.min.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,30.00,58.77
gpu__compute_memory_request_throughput.sum.pct_of_peak_sustained_elapsed [%],n/a,n/a,n/a,n/a,n/a,30.09,58.93
gpu__compute_memory_request_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
gpu__compute_memory_request_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
gpu__compute_memory_request_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
gpu__compute_memory_request_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0,0,0,0,0,0,0
gpu__compute_memory_throughput.max.pct_of_peak_sustained_elapsed [%],12.85,23.87,17.75,17.70,30.33,30.34,59.14
gpu__compute_memory_throughput.min.pct_of_peak_sustained_elapsed [%],10.79,20.86,17.42,17.32,30.00,30.00,58.77
gpu__compute_memory_throughput.sum.pct_of_peak_sustained_elapsed [%],12.00,21.84,17.61,17.58,30.09,30.09,58.93
gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed [%],1.02,0.48,17.61,17.58,15.64,15.63,58.93
gpu__dram_throughput.max.pct_of_peak_sustained_elapsed [%],3.48,1.61,17.75,17.70,15.64,15.63,59.14
gpu__dram_throughput.min.pct_of_peak_sustained_elapsed [%],0.21,0.03,17.42,17.32,15.64,15.63,58.77
gpu__dram_throughput.sum.pct_of_peak_sustained_elapsed [%],1.02,0.48,17.61,17.58,15.64,15.63,58.93
gpu__time_duration.avg [ms],0.00,0.00,0.03,0.03,35.98,35.98,14.42
gpu__time_duration.max [ms],0.00,0.00,0.03,0.03,35.98,35.98,14.42
gpu__time_duration.min [ms],0.00,0.00,0.03,0.03,35.98,35.98,14.42
